498,Rodzynki suszone,277,2.3,0.5,71.2
499,Śliwki suszone z pestką,266,3.5,1.2,68.9
500,Dżem ananasowy niskosłodzony,157,0.2,0.1,38.6
501,Dżem brzoskwiniowy niskosłodzony,155,0.5,0.1,38.3
502,Dżem z czarnych porzeczek niskosłodzony,152,0.5,0.1,39.6
503,Dżem z czarnych porzeczek wysokosłodzony,251,0.5,0.1,63.9
504,Dżem jagodowy niskosłodzony,153,0.3,0.2,38.2
505,Dżem z kiwi niskosłodzony,154,0.4,0.2,37.8
506,Dżem morelowy niskosłodzony,157,0.4,0.1,38.8
507,Dżem pomarańczowy niskosłodzony,159,0.3,0.1,39.2
508,Dżem śliwkowy niskosłodzony,153,0.3,0.1,37.9
509,Dżem śliwkowy wysokosłodzony,251,0.3,0.1,62.1
510,Dżem truskawkowy niskosłodzony,153,0.3,0.2,37.8
511,Dżem truskawkowy wysokosłodzony,252,0.3,0.2,62.3
512,Dżem wiśniowy niskosłodzony,154,0.4,0.2,37.5
513,Dżem wiśniowy wysokosłodzony,252,0.4,0.2,61.7
514,Powidła śliwkowe,214,1.0,0.2,53.0
515,"Ananas plastry w syropie",84,0.4,0.1,21.0
516,Oliwki zielone marynowane,125,1.4,12.7,4.1
517,Brzoskwinia w syropie,73,0.4,0.1,18.2
518,Migdały,572,20.0,52.0,20.5
519,Orzechy arachidowe,560,25.7,46.1,19.2
520,Orzech kokosowy,335,3.4,33.5,15.2
521,Wiórki kokosowe,606,5.6,63.2,27.0
522,Orzechy laskowe,640,14.4,63.0,14.9
523,Orzechy pistacjowe,589,20.5,48.5,25.0
524,Orzechy włoskie,645,16.0,60.3,18.0
525,Mak niebieski,478,20.1,42.9,24.7
526,"Sezam nasiona",632,23.2,59.9,10.0
527,"Słonecznik nasiona",561,24.4,43.7,24.6
528,"Dynia pestki",556,24.5,45.8,18.0
529,Cukier,406,0.0,0.0,99.8
530,Miód pszczeli,324,0.3,0.0,79.5
531,Miód sztuczny,336,0.1,0.0,82.5
532,"Irysy krówki",421,4.3,10.7,76.1
533,Karmelki nadziewane,378,0.3,0.5,92.0
534,Karmelki twarde,399,0.0,0.0,98.2
535,"Kakao 16% proszek",448,18.2,21.7,50.6
536,Baton Bounty Milk,448,4.2,25.2,56.7
537,Baton Mars,451,3.6,18.2,68.9
538,Baton Milky Way,448,3.6,16.2,71.8
539,Baton Snickers,497,9.7,28.9,52.6
540,Baton Twix,483,5.3,23.2,64.2
541,Czekolada deserowa,531,5.3,28.9,64.0
542,Czekolada gorzka,554,6.7,34.3,56.6
543,Czekolada kawowa,526,5.5,29.0,62.7
544,Czekolada mleczna,549,9.8,32.8,54.7
545,Czekolada mleczna z orzechami laskowymi,539,8.6,30.9,57.3
546,Czekolada nadziewana,450,3.9,17.6,68.8
547,Czekolada śmietankowa z orzechami laskowymi,585,8.6,42.3,45.7
548,Czekolada biała,578,7.7,38.4,51.0
549,Delicje szampańskie,327,4.1,11.2,52.8
550,Herbatniki,437,8.2,11.0,76.8
551,"Herbatniki ""Corso""",440,5.0,17.2,67.1
552,Herbatniki z cukrem,460,6.7,17.2,70.7
553,Herbatniki z czekoladą,493,5.9,25.5,61.2
554,Herbatniki w czekoladzie,489,6.3,24.0,63.1
555,Herbatniki w czekoladzie z orzechami,492,6.0,23.7,64.7
556,Herbatniki kakaowe,474,6.9,22.3,62.9
557,Herbatniki kokosowe,473,6.4,25.2,59.8
558,Herbatniki z nadzieniem czekoladowym,497,5.5,27.9,57.3
559,Herbatniki z nadzieniem owocowym,390,3.8,16.1,58.6
560,Herbatniki sezamowe,503,8.1,28.6,55.7
561,Markizy,483,5.6,23.0,64.3
562,Paluszki z kminkiem,489,16.5,30.5,38.9
563,Pierniki alpejskie,367,4.0,9.7,66.3
564,Pierniki beskidzkie,338,3.5,1.6,77.3
565,"Solinki paluszki",385,9.9,4.9,75.2
566,Wafle nadziewane,519,8.3,27.5,60.7
567,Wafle w czekoladzie,553,7.4,33.9,55.6
568,Sezamki,505,10.2,26.4,60.1
569,Babka biszkoptowa,340,8.2,4.3,67.1
570,Bułeczki drożdżowe z jabłkami,268,5.9,7.3,46.2
571,Ciasto drożdżowe,290,7.4,8.2,47.7
572,Ciasto kruche podstawowe,429,5.2,23.8,49.9
573,Ciastka francuskie ze śliwkami,432,5.0,26.8,44.8
574,"Ciastka ""Karpatki""",449,4.7,30.9,39.1
575,"Ciastka ""Napoleonki""",348,5.9,17.0,43.6
576,Ciastka tortowe z owocami świeżymi,276,3.2,9.0,47.2
577,Eklery z bitą śmietaną,317,5.8,18.0,33.5
578,Jagodzianki,314,7.1,5.4,60.6
579,Keks bakaliowy,384,6.4,17.6,53.5
580,Piernik z bakaliami,341,5.9,9.8,59.4
581,Placek z kruszonką,344,7.1,10.3,56.7
582,Ptysie z bitą śmietaną,347,5.4,25.0,25.8
583,Rolada z masą makową,340,9.2,15.8,44.5
584,Rożki z ciasta francuskiego z jabłkami,392,4.7,25.3,38.5
585,Sernik bez ciasta,361,13.5,18.3,36.2
586,Sernik krakowski,325,13.8,13.4,37.7
587,Sernik z rodzynkami,333,13.9,13.4,39.7
588,Sernik wiedeński z polewą kakaową,305,12.5,14.5,31.5
589,Tort ananasowy,307,4.4,10.8,48.3
590,"Herbata napar bez cukru",0,0.1,0.0,0.0
591,"Kawa napar bez cukru",2,0.2,0.0,0.3
592,Sok ananasowy,48,0.3,0.1,11.4
593,Sok z czarnej porzeczki,53,0.3,0.1,12.7
594,Sok cytrynowy,30,0.4,0.3,6.4
595,Sok grejpfrutowy,40,0.5,0.1,9.2
596,Sok jabłkowy,42,0.1,0.1,10.0
597,Sok marchwiowy,43,0.4,0.1,11.3
598,Sok marchwiowo-brzoskwiniowy,43,0.5,0.1,11.3
599,Sok marchwiowo-jabłkowy,46,0.5,0.3,12.3
600,Sok marchwiowo-jabłkowo-pomarańczowy,44,0.6,0.2,11.8
601,Sok marchwiowo-pomarańczowy,40,0.6,0.1,10.8
602,"Sok z marchwi jabłek i owoców tropikalnych",52,0.7,0.3,14.0
603,Sok pomarańczowy,43,0.6,0.1,9.9
604,Sok pomidorowy,13,0.8,0.1,2.6
605,Sok wielowarzywny,25,1.0,0.3,5.7
606,"Coca Cola Pepsi Cola",42,0.0,0.0,10.4
607,Napoje gazowane o smaku owocowym,42,0.0,0.0,10.3
608,Lemoniada,24,0.0,0.0,5.8
609,Piwo pełne 10-15%,49,0.5,0.0,3.8
610,Szampan,76,0.3,0.0,1.4
611,Wermut słodki,155,0.0,0.0,15.9
612,Wino białe półwytrawne,81,0.0,0.0,3.7
613,Wino białe słodkie,95,0.2,0.0,5.9
614,Wino białe wytrawne,66,0.1,0.0,0.6
615,Wino czerwone,68,0.1,0.0,0.2
616,Wódki,220,0.0,0.0,0.0
617,"Drożdże piekarskie prasowane",92,11.3,2.0,14.5
618,Chipsy bekonowe,537,5.9,38.0,52.2
619,Chipsy paprykowe,549,6.0,40.0,50.4
620,Chipsy solone,552,5.6,40.7,49.9
621,"Przyprawa ""Jarzynka""",90,1.9,0.4,23.3
622,Majonez domowy z olejem rzepakowym,714,1.3,79.0,2.6
623,Majonez domowy z olejem słonecznikowym,714,1.3,79.0,2.6
624,Musztarda,162,5.7,6.4,22.0
625,Sól biała,0,0.0,0.0,0.0
626,Żelatyna,343,84.2,0.1,0.0
627,Barszcz czerwony zabielany,32,2.0,1.4,3.3
628,Barszcz ukraiński I,36,1.9,0.6,6.9
629,Barszcz ukraiński II,53,2.1,2.7,6.5
630,Barszcz z boćwiną,29,1.5,1.7,2.5
631,Kapuśniak z kapusty kwaszonej,22,1.4,1.2,1.6
632,Kapuśniak ze słodkiej kapusty,31,0.7,2.1,3.2
633,Krem z zielonego groszku,64,3.1,3.8,5.9
634,Krupnik z kaszy gryczanej,43,1.7,1.2,7.2
635,Krupnik z kaszy jęczmiennej I,40,1.5,0.9,7.4
636,Krupnik z kaszy jęczmiennej II,44,1.3,1.2,7.6
637,Krupnik z ryżu,43,1.5,1.1,7.6
638,Zupa cebulowa,44,1.4,2.7,4.0
639,Zupa cytrynowa z ryżem,58,1.4,2.2,8.7
640,Zupa fasolowa,63,4.0,1.8,10.0
641,Zupa grochowa,66,4.4,2.4,8.9
642,Zupa grzybowa zabielana,26,1.3,1.8,1.3
643,Zupa jarzynowa,28,1.4,1.1,4.3
644,Zupa jarzynowa ze śmietaną,43,1.7,1.8,6.2
645,Zupa kalafiorowa I,27,1.6,0.5,4.9
646,Zupa kalafiorowa II,34,1.8,2.3,2.1
647,Zupa ogórkowa,42,1.4,2.0,5.0
648,Zupa owocowa z jabłek,42,0.1,0.1,10.6
649,Zupa pomidorowa,11,1.0,0.1,2.1
650,Zupa pomidorowa z makaronem,35,1.5,1.8,3.3
651,Zupa pomidorowa z ryżem,37,1.5,1.8,3.9
652,Zupa pomidorowa zabielana I,17,1.2,0.6,2.3
653,Zupa pomidorowa zabielana II,28,1.3,1.8,1.9
654,Zupa selerowa,38,1.6,1.8,4.5
655,Zupa selerowa z grzankami,51,1.8,1.9,8.1
656,Zupa szczawiowa,40,1.6,2.5,2.9
657,Zupa szpinakowa z ziemniakami,40,2.2,0.9,6.6
658,Zupa z fasoli szparagowej,43,2.2,0.6,8.9
659,Zupa z porów z makaronem,58,2.4,1.4,10.3
660,Zupa z zielonego groszku,57,3.2,1.2,11.2
661,Zupa ziemniaczana,38,1.4,1.1,6.6
662,Zupa ziemniaczana ze śmietaną,47,1.5,1.9,6.5
663,Żurek,124,2.2,3.1,23.5
664,Zupa neapolitańska,63,2.2,2.6,8.2
665,Kasza manna na wywarze jarzynowym,21,0.5,0.8,3.4
666,Kasza jęczmienna na mleku,63,2.6,2.2,8.5
667,Kasza manna na mleku,66,2.7,2.1,9.3
668,Kluski lane na mleku,69,3.6,3.1,6.8
669,Makaron na mleku,66,2.9,2.3,8.5
670,Płatki owsiane na mleku,62,2.7,2.3,8.2
671,Ryż na mleku,66,2.7,2.1,9.1
672,Dorsz w jarzynach,117,15.6,4.9,3.9
673,Filety z dorsza po grecku,152,10.6,10.8,4.6
674,"Filety z dorsza smażone panierowane",273,19.1,15.8,14.6
675,Karp w galarecie (z warzywami),136,26.1,2.9,2.1
676,Karp z wody (bez warzyw),102,16.0,3.7,2.0
677,Kotlet mielony z dorsza,259,14.9,17.8,10.9
678,Pulpety z dorsza,112,14.2,2.6,8.8
679,Dorsz z rusztu,172,22.1,9.1,0.6
680,Łosoś smażony saute,380,21.1,31.4,4.1
681,Łosoś z rusztu,283,20.7,22.3,0.6
682,Cielęcina w potrawce,103,13.5,4.0,4.0
683,Klopsiki cielęce mielone,250,16.2,14.6,14.3
684,Kotlet cielęcy panierowany,364,27.1,21.3,17.4
685,Pieczeń cielęca duszona,192,20.1,11.8,1.7
686,Kotlet mielony z kury,382,19.9,27.8,14.3
687,Kura w galarecie,192,27.3,8.9,1.2
688,Kurczak gotowany w jarzynach,99,7.6,6.4,4.6
689,Kurczęta pieczone,179,16.4,12.7,0.1
690,Potrawka z kurczaka,148,13.2,9.0,4.7
691,Kotlety z kurczaka smażone saute,241,20.3,16.5,3.3
692,Kotlety z kurczaka smażone panierowane,247,19.7,15.7,7.6
693,Bitki wieprzowe,195,10.4,16.1,2.6
694,Bitki wieprzowe w jarzynach,199,10.7,16.0,4.3
695,Galaretka z nóżek wieprzowych,202,16.9,14.9,0.8
696,Kotlet schabowy panierowany,351,19.0,24.1,15.9
697,Wieprzowina pieczona,278,15.4,24.4,0.0
698,Pieczeń wieprzowa duszona,225,11.4,19.8,1.2
699,Rolada wieprzowa,412,21.1,32.5,10.0
700,Schab pieczony I,317,32.2,21.1,0.0
701,Schab pieczony II,291,30.4,18.7,0.7
702,Stek wieprzowy,472,21.7,42.7,1.5
703,Wątróbka wieprzowa saute,239,20.5,15.5,4.9
704,Wieprzowina gotowana,364,22.6,30.0,3.1
705,Żeberka duszone wieprzowe,210,7.9,19.2,2.2
706,Befsztyk bity wiejski,258,19.4,19.6,1.6
707,Bitki wołowe,103,13.6,4.3,2.4
708,Bitki wołowe w jarzynach,116,14.3,4.4,6.6
709,Boeuf Strogonow,219,19.5,14.3,3.7
710,Bryzol wołowy z polędwicy,252,24.6,16.6,1.4
711,Gulasz wołowy,148,14.0,9.2,2.6
712,Polędwica wołowa pieczona,168,19.7,9.9,0.0
713,Pieczeń wołowa duszona,156,15.8,9.5,2.0
714,Sztuka mięsa I,247,33.9,11.4,3.8
715,Sztuka mięsa II,223,30.6,10.3,3.2
716,Zrazy wołowe zawijane ze słoniną,145,12.1,9.4,3.2
717,Klopsiki mielone z mięsa mieszanego,272,13.5,17.5,15.9
718,Kotlet mielony z mięsa mieszanego,284,13.0,21.1,11.8
719,Pasztet z mięsa mieszanego,361,15.0,31.1,6.6
720,Pieczeń rzymska,208,14.4,11.4,12.7
721,Pulpety z mięsa mieszanego,223,18.7,11.1,13.4
722,Medaliony z indyka,247,18.6,17.9,3.4
723,Bigos popularny,119,5.1,9.9,3.9
724,Fasolka po bretońsku,141,8.0,6.6,15.9
725,Gołąbki z mięsem i ryżem w sosie pomidorowym,108,3.6,6.7,10.0
726,Papryka nadziewana mięsem i ryżem,160,4.4,10.6,13.7
727,Risotto z mięsem i warzywami,185,6.6,10.0,18.3
728,Mizeria ze śmietaną,33,1.0,2.2,2.8
729,"Sałata zielona z pomidorem ogórkiem i olejem",56,0.9,4.7,3.6
730,Sałata zielona z olejem,111,1.0,11.6,2.1
731,Sałata zielona ze śmietaną,41,1.4,2.3,4.5
732,Surówka z cykorii i jabłek,161,1.0,16.4,3.8
733,Surówka z kapusty białej,67,1.6,4.7,7.0
734,Surówka z kapusty kwaszonej,68,0.9,4.7,7.5
735,Surówka z marchwi,47,1.1,2.3,7.7
736,Surówka z marchwi i jabłek,59,1.0,0.3,16.6
737,Surówka z ogórków i pomidorów,32,1.1,1.8,3.6
738,Surówka z owoców,103,0.5,0.3,25.9
739,Surówka z owoców i warzyw,148,1.1,14.3,5.1
740,Surówka z papryki,91,1.0,7.5,6.3
741,Surówka z pomidorów,14,0.8,0.2,3.2
742,Surówka z porów z jabłkami,141,1.7,12.5,7.9
743,Surówka z rzodkiewki,93,7.5,5.9,3.5
744,Surówka z selerów,92,1.1,7.5,8.9
745,"Surówka z selerów jabłek i marchwi",60,0.9,0.4,16.5
746,"Surówka z kapusty pekińskiej jabłek papryki z olejem",53,1.1,3.8,5.7
747,Surówka z kapusty pekińskiej z majonezem,94,1.6,8.1,6.0
748,Surówka wielowarzywna z jogurtem naturalnym,35,1.7,0.6,7.0
749,Brukselka z wody,110,4.2,7.1,12.0
750,Buraki,70,1.5,3.5,10.0
751,Buraki z jabłkami,70,1.5,3.3,10.3
752,Buraki zasmażane,84,1.6,5.5,8.7
753,Buraki ze śmietaną,68,1.8,3.6,8.8
754,Ćwikła,40,1.6,0.1,10.2
755,Dynia z pomidorami,44,1.2,2.4,6.5
756,Fasolka szparagowa,97,2.9,6.9,10.3
757,Groszek zielony z masłem,100,3.7,6.8,9.3
758,Kalafior z wody,83,2.0,6.8,5.5
759,Kapusta biała zasmażana,69,1.6,4.7,7.2
760,Marchewka z groszkiem I,64,1.7,3.1,10.8
761,Marchewka z groszkiem II,82,1.9,5.5,9.4
762,Marchewka zasmażana,69,1.0,4.8,8.4
763,Sałatka jarzynowa,192,2.9,16.5,10.9
764,Sałatka z groszku zielonego,159,4.0,13.1,10.4
765,Sałatka z czerwonej kapusty,83,1.4,6.5,7.0
766,Szpinak zasmażany,82,3.7,6.1,6.2
767,Sałatka jarzynowa z majonezem i jogurtem naturalnym,116,3.2,7.5,11.6
768,Pieczarki smażone,232,3.4,24.3,3.3
769,Bliny ziemniaczane,257,5.6,16.3,23.6
770,Budyń z mięsa i makaronu,171,10.6,4.4,23.1
771,Kasza gryczana na sypko z masłem roślinnym,132,4.5,2.3,25.0
772,Kasza gryczana na sypko ze smalcem,139,4.8,3.0,25.0
773,Kasza perłowa na sypko z masłem roślinnym,114,2.2,2.0,23.6
774,Kasza perłowa na sypko ze smalcem,119,2.2,2.5,23.6
775,Kluski kładzione,165,5.1,1.3,33.8
776,Kluski lane,93,4.1,2.0,14.9
777,Knedle ze śliwkami,162,2.7,5.9,25.8
778,Kopytka,147,4.0,0.7,32.3
779,Kopytka z masłem,151,3.6,1.5,31.8
780,Kulebiak,222,7.6,12.7,20.1
781,Leniwe pierogi z sera i ziemniaków,220,12.8,10.1,20.1
782,Leniwe pierogi z sera,242,14.5,13.9,15.1
783,Makaron z masłem,126,3.6,1.8,24.4
784,Makaron,107,3.3,0.7,22.3
785,Makaron z serem,140,6.3,5.2,17.5
786,Naleśniki z kapustą,147,3.2,9.2,15.2
787,Naleśniki z serem,242,10.1,10.3,27.4
788,Pierogi ruskie,167,5.6,5.0,25.7
789,Pierogi z mięsem I,146,7.1,4.1,20.5
790,Pierogi z mięsem II,219,12.0,11.6,17.3
791,Pierogi z serem I,237,11.2,8.4,29.7
792,Pierogi z serem II,238,10.9,9.9,26.8
793,Pierogi z truskawkami,240,3.8,11.4,32.3
794,Risotto z mięsem,229,7.4,11.8,24.2
795,Ryż na sypko z masłem roślinnym,135,2.4,1.5,28.4
796,Ryż na sypko ze smalcem,124,2.1,2.0,24.9
797,Ryż z jabłkami,153,2.0,2.1,32.3
798,Ziemniaki puree,90,2.1,1.4,18.4
799,Ziemniaki z tłuszczem,105,2.0,3.1,18.7
800,Pyzy,210,3.7,6.2,37.4
801,Pyzy z mięsem,292,7.8,14.0,36.2
802,Placki ziemniaczane,231,3.6,14.5,23.6
803,Makaron zapiekany z kapustą słodką,138,3.6,5.2,21.3
804,Kluski śląskie,169,2.6,3.8,32.1
805,Kotlety ziemniaczane,241,4.3,12.8,29.3
806,Łazanki z kapustą,147,3.5,7.0,18.9
807,Ciasto naleśnikowe biszkoptowe,186,8.2,5.9,25.5
808,Ciasto naleśnikowe bez piany,174,5.9,4.3,28.4
809,Jaja sadzone,168,9.9,14.2,0.6
810,Jajecznica,119,9.8,8.7,0.5
811,Kotlety z jaj,275,7.9,22.7,10.8
812,Omlet biszkoptowy ze szpinakiem,137,5.8,9.7,9.4
813,Jaja gotowane,109,9.8,7.6,0.5
814,Buchty drożdzowe,303,6.2,11.0,45.6
815,Gruszki w sosie waniliowym,152,1.6,1.1,34.8
816,Jabłko pieczone,93,0.3,1.6,20.8
817,Jabłka w kruchym cieście,347,4.1,17.4,45.3
818,Kisiel porzeczkowy,98,0.3,0.1,25.7
819,Kisiel waniliowy,121,3.3,4.5,16.6
820,Kompot z jabłek,51,0.2,0.1,13.2
821,Kompot z wiśni,69,0.2,0.1,16.9
822,Lody waniliowe,139,2.7,1.6,28.1
823,Mus jabłkowy,127,2.2,0.5,28.7
824,Napój mleczny z truskawkami,109,1.2,0.7,24.9
825,Rolada biszkoptowa z dżemem,304,6.9,5.4,56.8
826,Truskawki w galaretce,127,15.4,0.2,16.0
827,Truskawki z bitą śmietaną,127,1.1,10.4,8.4
828,Befsztyk tatarski,195,18.4,12.3,3.4
829,Pasta z jaj,197,7.2,18.6,1.2
830,Pasta z jaj i ryby wędzonej,262,13.3,23.1,1.2
831,Pasta z twarogu i ryby wędzonej,273,15.2,23.0,1.9
